timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
08/01/2000 01:21:00,0.0,0.0,0.001512361
08/01/2000 01:21:15,0.0,0.0,0.001407619
08/01/2000 01:21:30,0.0,0.0,0.001359014
08/01/2000 01:21:45,0.0,0.0,0.001412911
08/01/2000 01:22:00,0.0,0.0,0.001417029
08/01/2000 01:22:15,0.0,0.0,0.001616584
08/01/2000 01:22:30,0.0,0.0,0.001461175
08/01/2000 01:22:45,0.0,0.0,0.001954474
08/01/2000 01:23:00,0.0,0.0,0.0016081770000000001
08/01/2000 01:23:15,0.0,0.0,0.0017828770000000002
08/01/2000 01:23:30,0.0,0.0,0.0015855379999999998
08/01/2000 01:23:45,0.0,0.0,0.001572585
08/01/2000 01:24:00,0.0,0.0,0.0015679939999999999
08/01/2000 01:24:15,0.0,0.0,0.001586205
08/01/2000 01:24:30,0.0,0.0,0.0015639570000000002
08/01/2000 01:24:45,0.0,0.0,0.001603214
08/01/2000 01:25:00,0.0,0.0,0.0016283670000000001
08/01/2000 01:25:15,0.0,0.0,0.0017356029999999998
08/01/2000 01:25:30,0.0,0.0,0.001603663
08/01/2000 01:25:45,0.0,0.0,0.0015957410000000001
08/01/2000 01:26:00,0.0,0.0,0.001546909
08/01/2000 01:26:15,0.0,0.0,0.001492529
08/01/2000 01:26:30,0.0,0.0,0.00197858
08/01/2000 01:26:45,9.0,0.0,0.011850721000000002
08/01/2000 01:27:00,0.0,0.0,0.002070149
08/01/2000 01:27:15,0.0,0.0,0.001759868
